Benchmark#,Description,Idea/Standard,Subject,Grade,Body Of Knowledge/ Strand
MA.912.LT.2.6,Solve problems concerning optimizing resource usage using bin-packing techniques.,Apply optimization and techniques from Graph Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.2.7,Solve problems involving optimal strategies in Game Theory.,Apply optimization and techniques from Graph Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.3.1,Define and explain the basic concepts of Election Theory and voting.,Apply techniques from Election Theory and Fair Division Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.3.2,Analyze election data using election theory techniques. Explain how Arrow’s Impossibility Theorem may be related to the fairness of the outcome of the election.,Apply techniques from Election Theory and Fair Division Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.3.3,Decide voting power within a group using weighted voting techniques. Provide real-world examples of weighted voting and its pros and cons.,Apply techniques from Election Theory and Fair Division Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.3.4,Solve problems using fair division and apportionment techniques.,Apply techniques from Election Theory and Fair Division Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.1,Translate propositional statements into logical arguments using propositional variables and logical connectives.,"Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.2,Determine truth values of simple and compound statements using truth tables.,"Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.3,"Identify and accurately interpret “if…then,” “if and only if,” “all” and “not” statements. Find the converse, inverse and contrapositive of a statement.","Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.4,"Represent logic operations, such as AND, OR, NOT, NOR, and XOR, using logical symbolism to solve problems.","Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.5,Determine whether two propositions are logically equivalent.,"Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.6,Apply methods of direct and indirect proof and determine whether a logical argument is valid.,"Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.7,"Identify and give examples of undefined terms; axioms; theorems; proofs, including proofs using mathematical induction; and inductive and deductive reasoning.","Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.8,"Construct proofs, including proofs by contradiction.","Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.9,"Construct logical arguments using laws of detachment, syllogism, tautology, contradiction and Euler Diagrams.","Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.4.10,Judge the validity of arguments and give counterexamples to disprove statements.,"Develop an understanding of the fundamentals of propositional logic, arguments and methods of proof.",Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.5.1,"Given two sets, determine whether the two sets are equivalent and whether one set is a subset of another. Given one set, determine its power set.",Apply properties from Set Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.5.2,"Given a relation on two sets, determine whether the relation is a function, determine the inverse of the relation if it exists and identify if the relation is bijective.",Apply properties from Set Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.5.3,Partition a set into disjoint subsets and determine an equivalence class given the equivalence relation on a set.,Apply properties from Set Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.5.4,"Perform the set operations of taking the complement of a set and the union, intersection, difference and product of two sets.",Apply properties from Set Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.5.5,Explore relationships and patterns and make arguments about relationships between sets using Venn Diagrams.,Apply properties from Set Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.LT.5.6,"Prove set relations, including DeMorgan’s Laws and equivalence relations.",Apply properties from Set Theory to solve problems.,Mathematics (B.E.S.T.),912,Logic and Discrete Theory
MA.912.NSO.1.1,Extend previous understanding of the Laws of Exponents to include rational exponents. Apply the Laws of Exponents to evaluate numerical expressions and generate equivalent numerical expressions involving rational exponents.,"Generate equivalent expressions and perform operations with expressions involving exponents, radicals or logarithms.",Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.1.2,Generate equivalent algebraic expressions using the properties of exponents.,"Generate equivalent expressions and perform operations with expressions involving exponents, radicals or logarithms.",Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.1.3,Generate equivalent algebraic expressions involving radicals or rational exponents using the properties of exponents.,"Generate equivalent expressions and perform operations with expressions involving exponents, radicals or logarithms.",Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.1.4,"Apply previous understanding of operations with rational numbers to add, subtract, multiply and divide numerical radicals.","Generate equivalent expressions and perform operations with expressions involving exponents, radicals or logarithms.",Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.1.5,"Add, subtract, multiply and divide algebraic expressions involving radicals.","Generate equivalent expressions and perform operations with expressions involving exponents, radicals or logarithms.",Mathematics (B.E.S.T.),912,Number Sense and Operations
MA.912.NSO.1.6,"Given a numerical logarithmic expression, evaluate and generate equivalent numerical expressions using the properties of logarithms or exponents.","Generate equivalent expressions and perform operations with expressions involving exponents, radicals or logarithms.",Mathematics (B.E.S.T.),912,Number Sense and Operations
